transitNr;orderNr;driverName;customerName;transitType;transitTypeShort;Status;countAllOrders;statusGreater30min;statusSerialSet;statusDateTime;statusHrsMin;distanceKm;statusGreater1km;DivisionCity;latCust;lonCust;latApp;lonApp
T991250243;250415874; Marion Warren;Customer 5014;delivery;D;delivered;9;NULL;NULL;17.11.2020 14:42;14:30;0,03;NULL;Warsaw;52,30058289;20,04515839;52,3008293;20,0451023
T991250243;250753125; Marion Warren;Customer 70;delivery;D;delivered;9;NULL;1;17.11.2020 14:58;14:30;0,7;NULL;Warsaw;52,30127116;20,04792595;52,2960825;20,0421887
T991250243;250409944; Marion Warren;Customer 568;delivery;D;delivered;9;NULL;1;17.11.2020 12:37;12:30;9,28;1;Warsaw;52,00826645;20,54678345;52,0561443;20,4360572
T997599595;250913817; Stewart Sherman;Customer 3671;delivery;D;delivered;7;1;1;17.11.2020 12:49;12:30;0,07;1;Warsaw;52,35884094;20,83259964;52,3594334;20,833025
T997599595;250598353; Stewart Sherman;Customer 4102;delivery;D;delivered;7;NULL;1;17.11.2020 13:38;13:30;0,03;1;Warsaw;52,46442032;20,72009277;52,4646416;20,7204089
T997599595;250356728; Stewart Sherman;Customer 2631;delivery;D;delivered;7;NULL;NULL;17.11.2020 12:37;12:30;0,02;1;Warsaw;52,34165955;20,88365173;52,3415203;20,8837305
T997599595;250431759; Stewart Sherman;Customer 5333;delivery;D;delivered;7;NULL;1;17.11.2020 14:09;14:00;0,06;1;Warsaw;52,39250183;20,48519516;52,392373;20,4843897
T997599595;250449138; Stewart Sherman;Customer 2534;delivery;D;delivered;7;NULL;NULL;17.11.2020 12:07;12:00;0,05;NULL;Warsaw;52,32724762;20,90852356;52,3275932;20,9089367
T997599595;250625447; Stewart Sherman;Customer 3829;delivery;D;delivered;7;1;NULL;17.11.2020 13:16;13:00;0,02;1;Warsaw;52,43099976;20,72941589;52,4312099;20,7293538
T997599595;250701196; Stewart Sherman;Customer 246;delivery;D;delivered;7;NULL;NULL;17.11.2020 11:53;11:30;0,03;NULL;Warsaw;52,33301544;20,90532684;52,3329415;20,9056987
T997258308;250601913; Doyle Lowe;Customer 2940;delivery;D;delivered;12;NULL;1;17.11.2020 10:23;10:00;2,92;NULL;Warsaw;52,25245285;20,8755722;52,2558101;20,9179174
T997258308;250542582; Doyle Lowe;Customer 302;delivery;D;delivered;12;1;1;17.11.2020 10:59;10:30;1,41;NULL;Warsaw;52,26383159;20,92807248;52,2514649;20,9236946
T997258308;250361184; Doyle Lowe;Customer 2786;delivery;D;delivered;12;1;NULL;17.11.2020 09:58;09:30;0,63;NULL;Warsaw;52,27816;20,9299;52,2736878;20,9243201
T997258308;250918478; Doyle Lowe;Customer 767;delivery;D;delivered;12;1;NULL;17.11.2020 11:21;11:00;2,02;NULL;Warsaw;52,2486496;20,95280838;52,2509862;20,9234084
T997258308;250973851; Doyle Lowe;Customer 99;delivery;D;delivered;12;1;1;17.11.2020 10:06;10:00;2,53;1;Warsaw;52,27816772;20,92990112;52,256474;20,9187784
T991663683;250753642; Joey Stanley;Customer 2251;delivery;D;delivered;8;1;1;17.11.2020 16:01;16:00;1,38;NULL;Warsaw;52,08309746;20,96074298;52,0875718;20,9419543
T991663683;250383418; Joey Stanley;Customer 5369;delivery;D;not delivered;8;NULL;NULL;17.11.2020 16:51;16:30;0,78;NULL;Warsaw;52,08030319;21,03787613;52,0820665;21,0268146
T991663683;250289120; Joey Stanley;Customer 2992;delivery;D;delivered;8;1;NULL;17.11.2020 16:50;16:30;1,1;1;Warsaw;52,08364146;21,01156131;52,0822357;21,0273974
T991663683;250574307; Joey Stanley;Customer 4694;delivery;D;delivered;8;NULL;NULL;17.11.2020 16:47;16:30;0,58;1;Warsaw;52,07868195;21,03676987;52,0826361;21,0422255
T991663683;250618942; Joey Stanley;Customer 2429;delivery;D;delivered;8;NULL;1;17.11.2020 15:54;15:30;0,08;1;Warsaw;52,08999634;20,94167709;52,089304;20,9412786
T991663683;250236405; Joey Stanley;Customer 4134;delivery;D;not delivered;8;1;1;17.11.2020 16:51;16:30;3,1;1;Warsaw;52,05522537;21,01488113;52,0820674;21,026813
T991663683;250353395; Joey Stanley;Customer 4574;delivery;D;delivered;8;NULL;NULL;17.11.2020 15:30;15:30;0,11;1;Warsaw;52,13044357;20,89865875;52,1302924;20,900244
T991663683;250660906; Joey Stanley;Customer 1210;delivery;D;delivered;8;1;1;17.11.2020 16:49;16:30;0,68;1;Warsaw;52,08203506;21,0237236;52,0836374;21,0333115
T998828192;250549012; Joey Stanley;Customer 362;delivery;D;delivered;5;NULL;1;17.11.2020 13:43;13:30;20,23;1;Warsaw;52,02625214;21,12437372;52,1726512;20,9491966
T998828192;250317413; Joey Stanley;Customer 1168;delivery;D;delivered;5;NULL;NULL;17.11.2020 08:06;08:00;0,52;NULL;Warsaw;52,07482147;21,00966263;52,0792106;21,0070483
T998828192;250918669; Joey Stanley;Customer 2502;delivery;D;delivered;5;1;NULL;17.11.2020 08:31;08:30;0,79;1;Warsaw;52,10042953;21,03141785;52,1065199;21,0373292
T998828192;250826764; Joey Stanley;Customer 3015;delivery;D;delivered;5;NULL;1;17.11.2020 13:42;13:30;20,35;NULL;Warsaw;52,0280838;21,13110352;52,1726512;20,9491965
T998828192;250785065; Joey Stanley;Customer 701;delivery;D;delivered;5;1;1;17.11.2020 08:06;08:00;1,78;NULL;Warsaw;52,06925964;21,02729416;52,0792168;21,0070489
T999120457;250237982; Howard Mcdaniel;Customer 3895;delivery;D;delivered;9;1;NULL;17.11.2020 10:21;10:00;0,14;NULL;Warsaw;52,2511673;21,00893021;52,25229153;21,0098486
T999120457;250879782; Howard Mcdaniel;Customer 3357;delivery;D;delivered;9;1;NULL;17.11.2020 11:55;11:30;4,06;1;Warsaw;52,25681686;20,98374557;52,2250346;20,9544292
T992584708;250191869; Kelvin Carpenter;Customer 5290;delivery;D;delivered;17;1;NULL;17.11.2020 11:28;11:00;24,39;1;Warsaw;52,39919662;21,03568649;52,1920703;20,9189314
T992584708;250768389; Kelvin Carpenter;Customer 774;delivery;D;delivered;17;1;NULL;17.11.2020 10:03;10:00;23,71;1;Warsaw;52,40487671;20,93524933;52,1920703;20,9189314
T992584708;250561912; Kelvin Carpenter;Customer 5596;delivery;D;delivered;17;1;1;17.11.2020 09:33;09:30;24,86;1;Warsaw;52,41519547;20,93679428;52,1920703;20,9189314
T992584708;250809587; Kelvin Carpenter;Customer 2036;delivery;D;delivered;17;NULL;1;17.11.2020 12:00;11:30;3,42;1;Warsaw;52,5368042;20,97277069;52,5111188;21,0004684
T992584708;250444637; Kelvin Carpenter;Customer 4827;delivery;D;delivered;17;1;1;17.11.2020 11:50;11:30;0,02;1;Warsaw;52,5005188;21,06125259;52,5004303;21,0614802
T992584708;250738664; Kelvin Carpenter;Customer 2343;delivery;D;delivered;17;1;NULL;17.11.2020 11:28;11:00;24,9;1;Warsaw;52,40320206;21,03977585;52,1920703;20,9189314
T992584708;250656390; Kelvin Carpenter;Customer 162;delivery;D;delivered;17;NULL;1;17.11.2020 09:23;09:00;25,37;1;Warsaw;52,41996765;20,92789841;52,1920703;20,9189314
T992584708;250740492; Kelvin Carpenter;Customer 4643;delivery;D;delivered;17;NULL;1;17.11.2020 08:13;08:00;17,33;1;Warsaw;52,34629059;20,95456314;52,1920703;20,9189314
T992584708;250714775; Kelvin Carpenter;Customer 1873;delivery;D;delivered;17;1;1;17.11.2020 10:12;10:00;23,3;1;Warsaw;52,40117264;20,93648148;52,1920703;20,9189314
T992584708;250285354; Kelvin Carpenter;Customer 2283;delivery;D;delivered;17;1;1;17.11.2020 10:52;10:30;201,55;1;Warsaw;50,59317017;22,28055573;52,1920703;20,9189314
T992584708;250337186; Kelvin Carpenter;Customer 3127;delivery;D;delivered;17;NULL;NULL;17.11.2020 08:48;08:30;23,81;1;Warsaw;52,40406799;20,8715477;52,1920703;20,9189314
T992584708;250790995; Kelvin Carpenter;Customer 2993;delivery;D;delivered;17;NULL;1;17.11.2020 09:03;09:00;26,27;1;Warsaw;52,42678558;20,87793609;52,1920703;20,9189314
T992584708;250861326; Kelvin Carpenter;Customer 790;delivery;D;delivered;17;NULL;1;17.11.2020 11:09;11:00;26,66;NULL;Warsaw;52,4206543;21,03594589;52,1920703;20,9189314
T992584708;250643366; Kelvin Carpenter;Customer 2285;delivery;D;delivered;17;NULL;NULL;17.11.2020 10:24;10:00;23,2;NULL;Warsaw;52,40010071;20,94165802;52,1920703;20,9189314
T992584708;250487701; Kelvin Carpenter;Customer 2085;delivery;D;delivered;17;NULL;1;17.11.2020 10:35;10:30;24,72;NULL;Warsaw;52,41274261;20,96124268;52,1920703;20,9189314
T992584708;250834844; Kelvin Carpenter;Customer 5206;delivery;D;delivered;17;NULL;1;17.11.2020 08:13;08:00;17,41;NULL;Warsaw;52,3469162;20,95586395;52,1920703;20,9189314
T991910375;250912577; Francisco Carter;Customer 2978;delivery;D;not delivered;14;1;1;17.11.2020 17:31;17:30;10,15;NULL;Warsaw;52,33782196;20,96130371;52,2495814;20,9238026
T991910375;250416285; Francisco Carter;Customer 1061;delivery;D;not delivered;14;1;NULL;17.11.2020 17:32;17:30;10,72;1;Warsaw;52,30321121;21,0548439;52,2498501;20,9240166
T991910375;250621206; Francisco Carter;Customer 2844;delivery;D;not delivered;14;NULL;1;17.11.2020 17:30;17:00;11,12;NULL;Warsaw;52,30012894;21,06601715;52,2506223;20,9244374
T991910375;250517311; Francisco Carter;Customer 4524;delivery;D;delivered;14;NULL;NULL;17.11.2020 17:30;17:00;15,6;NULL;Warsaw;52,14049781;21,06562195;52,2506145;20,9243912
T991910375;250317796; Francisco Carter;Customer 4625;delivery;D;delivered;14;NULL;NULL;17.11.2020 17:29;17:00;9,61;NULL;Warsaw;52,3176918;21,01310349;52,2506026;20,9243222
T991910375;250941312; Francisco Carter;Customer 2309;delivery;D;not delivered;14;1;1;17.11.2020 17:31;17:30;10,71;1;Warsaw;52,34513474;20,94265366;52,249573;20,9238151
T991910375;250423818; Francisco Carter;Customer 4635;delivery;D;delivered;14;1;1;17.11.2020 17:33;17:30;3,71;1;Warsaw;52,2829895;20,91505814;52,2501089;20,9242834
T991910375;250179582; Francisco Carter;Customer 3294;delivery;D;not delivered;14;1;NULL;17.11.2020 17:31;17:30;10,65;NULL;Warsaw;52,30012512;21,05776596;52,2505167;20,9243951
T991910375;250992910; Francisco Carter;Customer 1125;delivery;D;not delivered;14;NULL;1;17.11.2020 17:37;17:30;5,15;NULL;Warsaw;52,29548645;20,90485001;52,250784;20,9244446
T991910375;250352200; Francisco Carter;Customer 3401;delivery;D;not delivered;14;1;NULL;17.11.2020 17:31;17:30;11,23;1;Warsaw;52,30672455;21,06095886;52,2504908;20,9243554
T991910375;250871299; Francisco Carter;Customer 3298;delivery;D;not delivered;14;NULL;1;17.11.2020 17:32;17:30;12,2;1;Warsaw;52,32042694;21,06097031;52,2498147;20,9242673
T991910375;250435784; Francisco Carter;Customer 3191;delivery;D;delivered;14;NULL;1;17.11.2020 17:30;17:00;9,85;NULL;Warsaw;52,27692032;21,06214142;52,2506153;20,9244201
T996887305;250770647; Otis Tucker;Customer 308;delivery;D;delivered;6;1;NULL;17.11.2020 07:15;07:00;0,02;NULL;Warsaw;52,32099533;21,04411697;52,3208305;21,0440935
T996887305;250419211; Otis Tucker;Customer 2602;delivery;D;delivered;6;1;NULL;17.11.2020 07:40;07:30;0,02;1;Warsaw;52,2773056;21,04610443;52,2771625;21,0459907
T996887305;250206274; Otis Tucker;Customer 4074;delivery;D;not delivered;6;1;NULL;17.11.2020 07:51;07:30;7,88;NULL;Warsaw;52,32752991;20,94586563;52,277395;21,02742
T996887305;250863265; Otis Tucker;Customer 2997;delivery;D;not delivered;6;NULL;NULL;17.11.2020 08:34;08:30;11,87;NULL;Warsaw;52,32752991;20,94586563;52,2518075;21,0684734
T996887305;250443886; Otis Tucker;Customer 3026;delivery;D;delivered;6;1;NULL;17.11.2020 08:34;08:30;0,16;1;Warsaw;52,25150299;21,07102585;52,2517649;21,0687191
T996887305;250431148; Otis Tucker;Customer 3590;delivery;D;delivered;6;1;NULL;17.11.2020 07:57;07:30;0,44;NULL;Warsaw;52,27435303;21,03163147;52,2773251;21,0273345
T998549018;250731364; Otis Tucker;Customer 2495;delivery;D;delivered;8;NULL;NULL;17.11.2020 13:06;13:00;0,21;1;Warsaw;52,33268738;20,9690094;52,3317402;20,9663697
T993405033;250781175; Mike Evans;Customer 2157;delivery;D;delivered;20;NULL;NULL;17.11.2020 12:49;12:30;0,02;NULL;Katowice;50,10082626;19,02941513;50,1007495;19,0291347
T993405033;250290829; Mike Evans;Customer 689;delivery;D;delivered;20;NULL;1;17.11.2020 10:02;10:00;32,65;NULL;Katowice;50,09292984;19,09124374;50,3519093;18,8757889
T993405033;250287691; Mike Evans;Customer 955;delivery;D;delivered;20;NULL;NULL;17.11.2020 10:30;10:00;32,11;1;Katowice;50,09168625;19,07071686;50,3519093;18,8757889
T993405033;250381435; Mike Evans;Customer 3616;delivery;D;delivered;20;1;1;17.11.2020 09:05;09:00;21,64;NULL;Katowice;50,27310944;19,15357208;50,3519093;18,8757889
T993405033;250990445; Mike Evans;Customer 1855;delivery;D;delivered;20;1;1;17.11.2020 12:12;12:00;0,03;NULL;Katowice;50,12080002;18,98548889;50,1206495;18,9850967
T997385038;250830546; Hubert Parker;Customer 150;delivery;D;delivered;14;NULL;1;17.11.2020 09:13;09:00;0,02;NULL;Katowice;49,81337357;18,97521591;49,8132117;18,975005
T997385038;250264384; Hubert Parker;Customer 822;delivery;D;delivered;14;1;1;17.11.2020 10:36;10:30;0,08;NULL;Katowice;49,8351059;19,04172516;49,8357984;19,0417501
T997385038;250431575; Hubert Parker;Customer 822;delivery;D;delivered;14;1;1;17.11.2020 10:36;10:30;0,08;NULL;Katowice;49,8351059;19,04172516;49,8357984;19,0417501
T997385038;250631618; Hubert Parker;Customer 4250;delivery;D;delivered;14;1;NULL;17.11.2020 10:10;10:00;0,07;NULL;Katowice;49,80744553;19,04056168;49,8069173;19,0410089
T997385038;250786428; Hubert Parker;Customer 1224;delivery;D;not delivered;14;1;NULL;17.11.2020 10:48;10:30;1,18;NULL;Katowice;49,83001709;19,03189087;49,8405348;19,0343066
T997385038;250979030; Hubert Parker;Customer 3415;delivery;D;not delivered;14;NULL;1;17.11.2020 13:02;13:00;2,53;NULL;Katowice;49,83584595;19,02739334;49,8305839;19,0616581
T997385038;250921709; Hubert Parker;Customer 3492;delivery;D;not delivered;14;NULL;NULL;17.11.2020 13:02;13:00;2,26;NULL;Katowice;49,83852386;19,03275299;49,8306098;19,0616839
T997385038;250326603; Hubert Parker;Customer 2334;delivery;D;delivered;14;NULL;NULL;17.11.2020 08:59;08:30;0,02;NULL;Katowice;49,82135773;18,96190262;49,8212212;18,962098
T997385038;250375451; Hubert Parker;Customer 2335;delivery;D;delivered;14;1;NULL;17.11.2020 09:06;09:00;0,91;NULL;Katowice;49,82056427;18,96206665;49,8222063;18,9744868
T997385038;250793625; Hubert Parker;Customer 1070;pickup;P;delivered;14;NULL;NULL;17.11.2020 13:26;13:00;8,78;1;Katowice;49,78868103;18,97695923;49,8636709;19,0150947
T997385038;250373429; Hubert Parker;Customer 2585;delivery;D;delivered;14;NULL;NULL;17.11.2020 09:53;09:30;0,05;NULL;Katowice;49,79670334;19,06234741;49,7967507;19,0630746
T997385038;250663489; Hubert Parker;Customer 5160;delivery;D;not delivered;14;NULL;NULL;17.11.2020 09:33;09:30;2,08;NULL;Katowice;49,8146019;19,03755569;49,8019376;19,0588539
T997385038;250558603; Hubert Parker;Customer 1504;pickup;P;delivered;14;NULL;1;17.11.2020 13:26;13:00;4,88;1;Katowice;49,83073425;19,05990219;49,8636709;19,0150947
T997385038;250346728; Hubert Parker;Customer 3542;delivery;D;not delivered;14;NULL;1;17.11.2020 13:02;13:00;2,12;1;Katowice;49,83939743;19,03552246;49,8306182;19,061672
T998237791;250240412; Allen Barton;Customer 4998;delivery;D;delivered;21;NULL;NULL;17.11.2020 11:28;11:00;0,03;NULL;Katowice;50,18453979;18,65439987;50,1842564;18,654575
T998237791;250322828; Allen Barton;Customer 3207;delivery;D;delivered;21;1;NULL;17.11.2020 11:05;11:00;0,02;NULL;Katowice;50,20687103;18,63320923;50,2070082;18,633142
T998237791;250257030; Allen Barton;Customer 3212;pickup;P;not delivered;21;NULL;1;17.11.2020 11:49;11:30;2,59;1;Katowice;50,21819305;18,65490723;50,218131;18,6911274
T998237791;250876803; Allen Barton;Customer 275;delivery;D;delivered;21;1;NULL;17.11.2020 08:07;08:00;0,3;NULL;Katowice;50,19606781;18,86903;50,1976933;18,87235
T998237791;250740909; Allen Barton;Customer 5046;delivery;D;delivered;21;1;NULL;17.11.2020 08:39;08:30;3,25;NULL;Katowice;50,19606781;18,86903;50,1727301;18,896507
T998237791;250474101; Allen Barton;Customer 2873;pickup;P;delivered;21;NULL;1;17.11.2020 13:09;13:00;0,05;NULL;Katowice;50,1346817;18,87240982;50,1349836;18,8728305
T998237791;250707968; Allen Barton;Customer 34;pickup;P;delivered;21;NULL;NULL;17.11.2020 13:09;13:00;3,4;NULL;Katowice;50,15407944;18,83630371;50,1347673;18,8731205
T998237791;250857018; Allen Barton;Customer 34;pickup;P;delivered;21;NULL;1;17.11.2020 13:09;13:00;3,4;NULL;Katowice;50,15407944;18,83630371;50,1347673;18,8731205
T998237791;250533401; Allen Barton;Customer 34;pickup;P;delivered;21;NULL;NULL;17.11.2020 13:09;13:00;3,4;NULL;Katowice;50,15407944;18,83630371;50,1347673;18,8731205
T998237791;250247633; Allen Barton;Customer 34;pickup;P;delivered;21;1;1;17.11.2020 13:09;13:00;3,4;NULL;Katowice;50,15407944;18,83630371;50,1347673;18,8731205
T998237791;250593916; Allen Barton;Customer 4287;delivery;D;delivered;21;1;NULL;17.11.2020 08:58;08:30;0,03;1;Katowice;50,18022;18,88717;50,1805134;18,8871235
T998237791;250423915; Allen Barton;Customer 998;delivery;D;delivered;21;NULL;NULL;17.11.2020 10:43;10:30;0,26;1;Katowice;50,22179479;18,6939058;50,2196013;18,694993
T998237791;250256275; Allen Barton;Customer 1535;delivery;D;delivered;21;1;1;17.11.2020 08:46;08:30;0,05;NULL;Katowice;50,17384338;18,89149475;50,1740783;18,8908842
T998237791;250773670; Allen Barton;Customer 1908;delivery;D;delivered;21;NULL;NULL;17.11.2020 07:42;07:30;0,04;1;Katowice;50,18003464;18,93208313;50,1803608;18,9322716
T998237791;250260412; Allen Barton;Customer 953;delivery;D;delivered;21;NULL;1;17.11.2020 10:22;10:00;0,04;1;Katowice;50,17207348;18,78830786;50,1719965;18,7888089
T998237791;250233957; Allen Barton;Customer 5054;delivery;D;delivered;21;NULL;NULL;17.11.2020 08:32;08:30;0,02;1;Katowice;50,17338562;18,89656448;50,1735926;18,8964413
T998237791;250908214; Allen Barton;Customer 3038;delivery;D;delivered;21;NULL;1;17.11.2020 09:50;09:30;0,12;NULL;Katowice;50,15133717;18,81777473;50,1513609;18,8160637
T998237791;250488709; Allen Barton;Customer 1881;pickup;P;delivered;21;NULL;NULL;17.11.2020 13:35;13:30;1,87;1;Katowice;50,16830444;18,89736557;50,1846204;18,903785
T997552301;250394304; Javier Howard;Customer 1647;delivery;D;delivered;29;1;NULL;17.11.2020 08:59;08:30;0,2;NULL;Katowice;50,36020279;18,93855286;50,3619584;18,9392943
T997552301;250251866; Javier Howard;Customer 3784;delivery;D;delivered;29;1;1;17.11.2020 10:34;10:30;2,23;NULL;Katowice;50,30557251;18,78578949;50,2932266;18,7610615
T997552301;250345298; Javier Howard;Customer 2311;delivery;D;not delivered;29;1;NULL;17.11.2020 10:55;10:30;0,02;1;Katowice;50,30429077;18,78855896;50,3041906;18,7887835
T997552301;250971792; Javier Howard;Customer 5482;delivery;D;delivered;29;NULL;NULL;17.11.2020 08:00;08:00;2,21;NULL;Katowice;50,3471489;18,91906738;50,3358591;18,8934439
T997552301;250815508; Javier Howard;Customer 5543;delivery;D;delivered;29;NULL;NULL;17.11.2020 09:21;09:00;0,03;NULL;Katowice;50,37841415;18,91493225;50,3786746;18,9148022
T997552301;250319065; Javier Howard;Customer 1715;delivery;D;delivered;29;NULL;1;17.11.2020 11:20;11:00;0,03;1;Katowice;50,29945374;18,80223846;50,299684;18,802461
T997552301;250202106; Javier Howard;Customer 1684;delivery;D;delivered;29;NULL;NULL;17.11.2020 06:58;06:30;0,63;NULL;Katowice;50,32394802;18,91957958;50,3248384;18,9107743
T997552301;250932177; Javier Howard;Customer 1167;delivery;D;delivered;29;1;1;17.11.2020 14:34;14:30;11,2;NULL;Katowice;50,29862976;18,73422241;50,3186373;18,8883367
T997552301;250774296; Javier Howard;Customer 2350;pickup;P;delivered;29;1;1;17.11.2020 14:34;14:30;5,38;1;Katowice;50,27323914;18,86221695;50,3186373;18,8883367
T997552301;250734411; Javier Howard;Customer 2350;pickup;P;delivered;29;NULL;NULL;17.11.2020 14:34;14:30;5,38;1;Katowice;50,27323914;18,86221695;50,3186373;18,8883367
T997552301;250253847; Javier Howard;Customer 2351;pickup;P;delivered;29;NULL;1;17.11.2020 14:34;14:30;5,37;NULL;Katowice;50,27323914;18,86221695;50,3183741;18,8889239
T997552301;250686643; Javier Howard;Customer 2351;pickup;P;delivered;29;NULL;NULL;17.11.2020 14:34;14:30;5,37;1;Katowice;50,27323914;18,86221695;50,3183741;18,8889239
T997552301;250803337; Javier Howard;Customer 1274;pickup;P;delivered;29;NULL;1;17.11.2020 17:18;17:00;8,6;1;Katowice;50,3038826;18,86981201;50,2583704;18,9673507
T997552301;250985415; Javier Howard;Customer 1274;pickup;P;delivered;29;NULL;1;17.11.2020 17:18;17:00;8,6;1;Katowice;50,3038826;18,86981201;50,2583704;18,9673507
T997552301;250900372; Javier Howard;Customer 3403;delivery;D;delivered;29;1;NULL;17.11.2020 12:10;12:00;0,27;1;Katowice;50,31791306;18,75190353;50,3159357;18,7498229
T997552301;250625596; Javier Howard;Customer 1654;delivery;D;delivered;29;1;NULL;17.11.2020 09:36;09:30;0,02;1;Katowice;50,37834167;18,90364838;50,3781587;18,9035954
T997552301;250742374; Javier Howard;Customer 2468;delivery;D;delivered;29;NULL;NULL;17.11.2020 07:29;07:00;0,04;1;Katowice;50,32741165;18,93058777;50,3276477;18,9302484
T997552301;250535780; Javier Howard;Customer 1442;pickup;P;delivered;29;1;1;17.11.2020 17:17;17:00;8,69;NULL;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T997552301;250765574; Javier Howard;Customer 1442;pickup;P;delivered;29;NULL;1;17.11.2020 17:17;17:00;8,69;1;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T997552301;250413341; Javier Howard;Customer 1442;pickup;P;delivered;29;1;NULL;17.11.2020 17:17;17:00;8,69;1;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T997552301;250648566; Javier Howard;Customer 1442;pickup;P;delivered;29;1;NULL;17.11.2020 17:17;17:00;8,69;1;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T997552301;250187723; Javier Howard;Customer 1442;pickup;P;delivered;29;1;1;17.11.2020 17:17;17:00;8,69;1;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T997552301;250918791; Javier Howard;Customer 1442;pickup;P;delivered;29;1;NULL;17.11.2020 17:17;17:00;8,69;1;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T997552301;250976371; Javier Howard;Customer 1442;pickup;P;delivered;29;1;NULL;17.11.2020 17:17;17:00;8,69;1;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T997552301;250538572; Javier Howard;Customer 1442;pickup;P;delivered;29;NULL;1;17.11.2020 17:17;17:00;8,69;1;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T997552301;250505738; Javier Howard;Customer 3498;delivery;D;delivered;29;1;1;17.11.2020 12:10;12:00;0,27;1;Katowice;50,31791306;18,75190353;50,3159357;18,7498229
T997552301;250236003; Javier Howard;Customer 1442;pickup;P;delivered;29;1;1;17.11.2020 17:17;17:00;8,69;1;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T997552301;250502956; Javier Howard;Customer 1442;pickup;P;delivered;29;1;1;17.11.2020 17:17;17:00;8,69;1;Katowice;50,31826782;18,88915634;50,2583697;18,9673524
T992546313;250267693; Elias Luna;Customer 43;delivery;D;not delivered;17;NULL;NULL;17.11.2020 13:02;13:00;4,19;1;Katowice;50,24777603;19,03604889;50,2660761;19,0874098
T992546313;250900173; Elias Luna;Customer 2291;delivery;D;delivered;17;NULL;NULL;17.11.2020 11:49;11:30;4,37;1;Katowice;50,27939224;19,07252121;50,2480055;19,0355798
T992546313;250786205; Elias Luna;Customer 652;delivery;D;delivered;17;NULL;1;17.11.2020 11:49;11:30;4,22;1;Katowice;50,2804718;19,06612015;50,247983;19,0355619
T992546313;250906573; Elias Luna;Customer 3578;pickup;P;delivered;17;1;1;17.11.2020 11:48;11:30;7,88;1;Katowice;50,28013229;18,93708801;50,248006;19,0356019
T992546313;250251783; Elias Luna;Customer 12;delivery;D;delivered;17;1;1;17.11.2020 11:50;11:30;6,37;1;Katowice;50,22880554;18,95149231;50,2480115;19,0356094
T992546313;250717340; Elias Luna;Customer 2384;delivery;D;delivered;17;1;1;17.11.2020 11:50;11:30;8,79;1;Katowice;50,186203;18,95876694;50,2479978;19,0355773
T992546313;250492047; Elias Luna;Customer 3009;delivery;D;delivered;17;NULL;1;17.11.2020 11:48;11:30;0,78;1;Katowice;50,25415421;19,04089355;50,248006;19,0356019
T992546313;250812608; Elias Luna;Customer 360;pickup;P;not delivered;17;1;NULL;17.11.2020 13:02;13:00;0,19;1;Katowice;50,26556396;19,08998871;50,2660761;19,0874098
T992546313;250964580; Elias Luna;Customer 2526;pickup;P;delivered;17;NULL;1;17.11.2020 15:18;15:00;7,68;1;Katowice;50,27434921;19,0765686;50,2921104;19,1807287
T991364596;250903347; Loren Berry;Customer 5181;pickup;P;delivered;38;NULL;NULL;17.11.2020 14:53;14:30;1,23;1;Lodz;51,7662468;20,25701523;51,7758853;20,2483963
T991364596;250520748; Loren Berry;Customer 5181;pickup;P;delivered;38;NULL;1;17.11.2020 14:53;14:30;1,23;1;Lodz;51,7662468;20,25701523;51,7759654;20,2484773
T991364596;250831500; Loren Berry;Customer 5181;pickup;P;delivered;38;1;NULL;17.11.2020 14:53;14:30;1,24;1;Lodz;51,7662468;20,25701523;51,7760682;20,2486172
T991364596;250576407; Loren Berry;Customer 5181;pickup;P;delivered;38;1;1;17.11.2020 14:53;14:30;1,24;1;Lodz;51,7662468;20,25701523;51,7761343;20,2487156
T991364596;250523451; Loren Berry;Customer 5181;pickup;P;delivered;38;NULL;1;17.11.2020 14:52;14:30;1,2;NULL;Lodz;51,7662468;20,25701523;51,7751506;20,2472279
T991364596;250893030; Loren Berry;Customer 5181;pickup;P;delivered;38;1;NULL;17.11.2020 14:53;14:30;1,17;NULL;Lodz;51,7662468;20,25701523;51,7750551;20,2477912
T991364596;250949960; Loren Berry;Customer 5181;pickup;P;delivered;38;1;NULL;17.11.2020 14:53;14:30;1,18;1;Lodz;51,7662468;20,25701523;51,7752371;20,2480337
T991364596;250746411; Loren Berry;Customer 5181;pickup;P;delivered;38;NULL;NULL;17.11.2020 14:53;14:30;1,18;1;Lodz;51,7662468;20,25701523;51,7753179;20,2480737
T991364596;250730487; Loren Berry;Customer 5181;pickup;P;delivered;38;1;1;17.11.2020 14:53;14:30;1,19;NULL;Lodz;51,7662468;20,25701523;51,7754457;20,248146
T991364596;250711674; Loren Berry;Customer 5181;pickup;P;delivered;38;1;NULL;17.11.2020 14:52;14:30;1,18;NULL;Lodz;51,7662468;20,25701523;51,7750779;20,2475446
